編號,寶特瓶類別共變30s,寶特瓶類別共變60s,寶特瓶獨創共變30s,寶特瓶獨創共變60s,吸管類別共變30s,吸管類別共變60s,吸管獨創共變30s,吸管獨創共變60s,CR01隨波逐流反應數,CR01隨波逐流答對數,CR01堅持己見反應數,CR01堅持己見答對數,CR02隨波逐流反應數,CR02隨波逐流答對數,CR02堅持己見反應數,CR02堅持己見答對數,CR01_01,CR01_02,CR01_03,CR01_04,CR01_05,CR01_06,CR01_07,CR01_08,CR01_09,CR01_10,CR01_11,CR01_12,CR01_13,CR01_14,CR01_15,CR01_16,CR01_17,CR01_18,CR01_19,CR01_20,CR02_01,CR02_02,CR02_03,CR02_04,CR02_05,CR02_06,CR02_07,CR02_08,CR02_09,CR02_10,CR02_11,CR02_12,CR02_13,CR02_14,CR02_15,CR02_16,CR02_17,CR02_18,CR02_19,CR02_20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
